object_name,sector,level,service_scale,process_criticality,num_users,num_territories,predicted_financial_damage,recovery_time_hours,critical_processes_count,integrations_count,personal_data_subjects,affected_employees,continuous_operation,uses_automated_control_system,provides_gov_services,life_health_impact,ecological_impact,defense_impact,public_order_impact,transport_impact,communication_impact,sensitive_info,category_level
АСУ ТП управления #4776,Государственное управление,Муниципальный,Субъект РФ,Средняя,30130,1,13089948,168.0,6,1,11382,2850,False,False,True,False,False,True,True,False,True,True,2
ИС обработки #4777,Банковская сфера,Федеральный,Вся страна,Низкая,394317,51,377975,48.0,8,26,246080,3283,False,True,False,False,False,False,False,False,True,False,2
Портал управления #4778,Оборонная промышленность,Объектовый,Несколько муниципалитетов,Средняя,1261,2,908531,24.0,1,7,457,14,False,False,False,False,False,True,False,False,False,True,1
Система хранения #4779,Энергетика,Муниципальный,Федеральный округ,Высокая,44324,17,455581725,12.0,6,7,48390,414,True,True,False,False,True,False,False,True,False,False,2
Портал аналитики #4780,Топливная промышленность,Объектовый,Несколько муниципалитетов,Средняя,1361,3,755974,24.0,2,3,613,756,False,True,False,False,True,False,False,False,False,False,0
Сеть аналитики #4781,Связь,Муниципальный,Федеральный округ,Высокая,68322,29,213090378,24.0,7,15,70282,1363,True,False,False,False,False,False,False,False,True,False,2
АСУ ТП передачи #4782,Транспорт,Региональный,Федеральный округ,Средняя,167588,10,959005,24.0,11,18,83931,2971,False,True,False,True,False,False,True,True,False,False,3
ИС хранения #4783,Здравоохранение,Федеральный,Несколько муниципалитетов,Средняя,1612900,3,1383140,24.0,13,13,2240180,2928,False,False,True,True,False,False,False,False,False,True,3
Платформа управления #4784,Топливная промышленность,Объектовый,Федеральный округ,Высокая,2491,13,103288066,8.0,2,6,691,1021,True,True,False,False,True,False,False,False,False,False,1
Портал передачи #4785,Транспорт,Муниципальный,Вся страна,Высокая,20491,53,256750953,4.0,3,5,26142,1900,True,True,False,True,False,False,True,True,False,False,3
Сервис передачи #4786,Банковская сфера,Региональный,Один город,Средняя,185502,3,1116044,168.0,5,14,98835,310,True,False,False,False,False,False,False,False,True,False,1
Портал мониторинга #4787,Здравоохранение,Муниципальный,Один город,Высокая,54570,4,52833651,4.0,6,14,76419,2519,True,False,False,True,False,False,False,False,False,False,2
Система хранения #4788,Государственное управление,Региональный,Вся страна,Высокая,441862,76,104218865,8.0,5,18,188736,1498,True,False,True,False,False,False,True,False,True,True,3
АСУ ТП аналитики #4789,Банковская сфера,Федеральный,Федеральный округ,Средняя,462955,20,1396062,48.0,7,23,54493,4198,False,True,False,False,False,False,False,False,False,True,2
Сервис мониторинга #4790,Государственное управление,Муниципальный,Один город,Высокая,41059,3,192990996,12.0,3,7,27484,2486,True,False,True,False,False,False,True,False,False,True,2
Портал хранения #4791,Оборонная промышленность,Федеральный,Федеральный округ,Высокая,453121,22,289871342,12.0,1,24,200482,3092,True,False,False,False,False,False,False,False,False,True,3
Сервис хранения #4792,Топливная промышленность,Объектовый,Федеральный округ,Высокая,1738,17,8684259,8.0,2,4,1781,1179,True,True,False,False,True,False,False,False,False,False,1
Сервис передачи #4793,Банковская сфера,Муниципальный,Один город,Высокая,49039,4,102471488,24.0,8,8,73527,419,True,False,False,False,False,False,False,False,False,True,2
АСУ ТП хранения #4794,Наука,Объектовый,Несколько муниципалитетов,Средняя,2237,3,161477,168.0,2,4,3346,22,False,False,False,False,False,False,False,False,False,False,0
Сеть мониторинга #4795,Энергетика,Объектовый,Вся страна,Низкая,2235,82,1015709,168.0,2,5,2293,1259,False,True,False,False,True,False,False,False,False,False,1
Система мониторинга #4796,Топливная промышленность,Муниципальный,Федеральный округ,Критическая,79477,22,3979634397,2.0,6,7,13110,1414,True,True,False,True,True,False,True,False,False,False,3
ИС аналитики #4797,Государственное управление,Федеральный,Субъект РФ,Высокая,328657,9,501610122,12.0,14,18,441038,481,True,False,True,False,False,True,True,False,False,True,3
